English,Japanese
monoploid,a〉一倍性の、一倍体の n〉一倍体、単数体
monoploidy,一倍性
monopolar,a〉単極の
monorhinic,a〉単鼻腔の
monosaccharide,単糖[類]
monostotic,a〉単骨の
monotone,単調
monotrichous,a〉単鞭毛(性)の、単毛(性)の
monoxide,一酸化物
monozygotic,a〉一卵性の
mons,《解》丘
monster,怪物
monstrous,a〉奇怪な、奇形の
moon,月
morbid,a〉病気の、病的な
morbidity,罹患率、罹病率
morbilliform,a〉麻疹状の
morbillivirus,〔ウイルス〕麻疹ウイルス属、モルビリウイルス
morbillous,a〉麻疹の
mordant,媒染剤
mordanting,媒染
morphine,モルヒネ
morphinic,a〉モルヒネの
morphinism,モルヒネ中毒
morphinist,モルヒネ中毒[患]者
morphinistic,a〉1_モルヒネ中毒の 2_モルヒネ中毒(患)者の
morphinization,モルヒネ投与
morphogenesis,形態形成、形態発生
morphogenic,a〉形態形成の、形態発生の
morphogenetic,a〉形態形成の、形態発生の
morphologic(al),a〉形態の、形態学の、形態学的な
morphologist,形態学者
morphology,1\形態 2_形態学
morphometric,a〉形態計測(法)の
morphometrics,形態計測(法)
morphometry,形態計測(法)
morphosis,形態発生過程、形態形成過程
morphotype,形態型
mortality,死亡率
mortar,乳鉢
mortinatality,死産率
mortuary,a〉死の、埋葬の n〉死体置場
mosquito,カ=蚊
moss,コケ=苔=
mother,母、母親
motherhood,母性、母性愛
motile,a〉運動性の、可動性の
motility,運動性、可動性
motion,1a_運動 1b運行、運転 2_動作、挙動 3_動議
motive,動機
motor,a〉運動の
motorneuron,運動ニューロン
mottled,a〉《歯》斑状の
mouth,口
movable,a〉移動性の
movement,1_運動 2_動作
moxibustion,お灸、灸療法
mucin,ムチン
mucinoblast,粘液芽細胞
mucinogen,粘素原
mucinosis,粘液沈着症
mucinous,a〉粘液の、ムチンの
muciparous,a〉粘液分泌の
mucocele,粘液瘤
mucoclasis,粘膜破壊
mucocutaneous,a〉粘膜皮膚の
mucoenteritis,小腸粘膜炎
mucoepidermoid,a〉粘膜表皮の
mucogingival,a〉歯肉歯槽粘膜の
mucoid,a〉粘液の
mucolytic,a〉粘液溶解の、粘液分解の
mucoperiosteal,a〉粘膜骨膜の
mucoperiosteum,粘膜骨膜
mucopolysaccharide,ムコ多糖[類]
mucopolysaccharidosis,ムコ多糖症
mucopolysacchariduria,ムコ多糖尿
mucoprotein,ムコ蛋白
mucopurulent,a〉粘液膿性の
mucormycosis,ムコール[感染]症
mucosa,粘膜
mucosal,a〉粘膜の
mucosectomy,粘膜切除(術)、粘膜抜去(術)
mucositis,粘膜炎
mucosity,粘性
mucostatic,a〉粘液分泌抑制の
mucous,a〉粘液の
mucoviscidosis,膵線維症
mucus,粘液
mucus producing,a〉粘液産生の
mucus secreting,a〉粘液分泌の
multiarticular,a〉多関節の
multicenter,a〉複数の医療機関の連携による
multicenteric,a〉多中心の、発生源多数の
multicentricity,多中心性
multidrug,a〉多薬剤の
multifacet,a〉多面の
multifactorial,a〉多因子の
multigenic,a〉複遺伝子性の
multilobular,a〉多小葉(性)の
multilocular,a〉多胞(性)の、多房(性)の
multimammae,多乳房症
multimer,多量体
multimeric,a〉多量体の
multinodular,a〉多結節(性)の
multinuclear,a〉多核(性)の
multinucleated,a〉多核(性)の
multiorgan,a〉多臓器の
multipara,多産婦
multiparous,a〉多産の、多産婦の、経産婦の
multiplanar,a〉多断面の
multiple,a〉多い、多重の、多発性の
multiplex,a〉多様な、複合の
multiplication,増殖
multipolar,a〉多極の、多極的な
multipotential,a〉多型潜在性の
multirooted,a〉多根の
multistage,a〉多段階の
multivalent,a〉多価の
multivariate,a〉〔統計〕多変量の
multivesicular,a〉多小胞(性)の
mummifying,a〉《歯》乾屍の
mural,a〉壁性の、洞壁の
muralytic,a〉壁分解の
murine,a〉ネズミ(科)の
murmur,雑音
muscle,《解》筋肉、〜筋
muscular,a〉筋肉の、筋性の
musculoaponeurotic,a〉筋腱膜の
musculocutaneous,a〉筋皮の
musculophrenic,a〉筋横隔の
musculoskeletal,a〉筋骨格の
musculotendinous,a〉筋腱の
musculotubal,a〉筋耳管管の
musculus,《解》筋肉、〜筋
mutagen,突然変異原
mutagenesis,突然変異誘発、変異誘発
mutagenic,a〉突然変異誘発(性)の、変異誘発(性)の
mutagenicity,突然変異誘発性、変異誘発性
mutant,ミュータント、突然変異体、変異体
mutarotation,変旋光
mutation,突然変異
mutilation,切断、離断
mutism,無言(症)、緘黙(症)
myalgia,筋肉痛
myasthenic,a〉筋無力症の
myatrophy,筋萎縮(症)
mycelial,a〉菌糸の
mycelioid,a〉菌糸状の
mycelium,菌糸、菌糸体
mycetism,キノコ中毒
mycetismus,キノコ中毒
mycetoma,菌腫
mycobacteriaceae,マイコバクテリア科
mycobacterial,a〉マイコバクテリウム菌の
mycobacteriology,抗酸菌学
mycobacterium,1_[Cap] マイコバクテリウム属 2_[pl] マイコバクテリウム菌
mycobacteria,1_[Cap] マイコバクテリウム属 2_[pl] マイコバクテリウム菌
mycobacteriosis,マイコバクテリウム症、抗酸菌症
mycocide,抗真菌薬
mycologist,真菌学者
mycology,真菌学
mycoplasma,マイコプラズマ
mycosis,真菌症
mycotic,a〉真菌(性)の、糸状菌の、真菌症の
mydriasis,散瞳
mydriatic,a〉散瞳(性)の n〉散瞳薬
mydriatica,散瞳薬
myectomy,1_筋切除(術) 2_心室筋切除(術)
myelapoplexy,脊髄出血
myelatelia,脊髄形成不全
myelatrophy,脊髄萎縮
myelin,ミエリン
myelinated,a〉有髄の、有髄神経の
myelination,髄鞘形成
myelinization,髄鞘形成
myelinolysis,ミエリン溶解、ミエリン分解、髄鞘溶解
myelitic,a〉脊髄炎の
myelitis,脊髄炎
myeloblast,骨髄芽細胞、骨髄芽球
myelocele,脊髄瘤
myelocyte,骨髄細胞、骨髄球
myelocytomatosis,骨髄細胞腫症
myelodysplastic,a〉骨髄異形成の
myelofibrosis,骨髄線維症
myelogenic,a〉骨髄由来の、骨髄性の
myelogenous,a〉骨髄由来の、骨髄性の
myelogeny,ミエリン形成
myeloid,a〉1_骨髄様の、骨髄性の、骨髄系の 2_骨髄球様の
myelolipoma,骨髄脂肪腫
myelolymphocyte,骨髄性リンパ球
myelolysis,髄鞘分解、ミエリン分解
myeloma,骨髄腫
myelomeningitis,脊髄髄膜炎
myelomere,髄節
myelomonocytic,a〉骨髄単球性の
myeloparalysis,脊髄麻痺
myelopathy,脊髄症、髄症、ミエロパチー
myelophthisis,1_脊髄癆 2_骨髄癆
myelophthisic,a〉骨髄癆(性)の
myeloplegia,脊髄麻痺
myelopoiesis,骨髄形成、骨髄細胞発生
myeloproliferative,a〉骨髄増殖性の
myeloradiculitis,脊髄神経根炎
myelorrhagia,脊髄出血
myelosis,髄症、脊髄症
myelosuppression,骨髄抑制
myelosuppressive,a〉骨髄抑制の
myelosyphilis,脊髄梅毒
myelotomy,脊髄切開(術)
myenteric,a〉腸筋の
myesthesia,筋感覚
mylohyoid,a〉顎舌骨の
mylohyoideus,顎舌骨筋
myoatrophy,筋萎縮(症)
myoblast,筋芽細胞
myoblastic,a〉筋芽細胞の
myoblastoma,筋芽細胞腫
myocardial,a〉心筋の
myocardiopathy,心筋障害、心筋症
myocarditis,心筋炎
myocardium,心筋
myoclonic,a〉筋間代(性)の
myoclonus,筋間代、ミオクローヌス
myocutaneous,a〉筋皮(性)の
myodesopsia,飛蚊症
myodynamic,a〉筋運動(性)の
myodynamometer,筋力計
myoepithelial,a〉筋上皮の
myoepithelioma,筋上皮腫
myoepithelium,筋上皮
myofascial,a〉筋膜の
myofascitis,筋膜炎
myofibrillar,a〉筋原線維の、筋細線維の
myofibroblast,筋線維芽細胞
myofibrosis,筋線維症
myofilament,筋フィラメント
myofunctional,a〉筋機能の
myogenesis,筋発生
myogenic,a〉筋原性の
myogenous,a〉筋組織に発生する
myoglobin,ミオグロビン
myoglobulin,ミオグロブリン
myoglobulinuria,ミオグロブリン尿(症)
myogram,筋運動(記録)図、ミオグラム
myograph,筋(運動)記録器、ミオグラフ
myography,1_筋運動記録法、筋運動描記法 2_筋肉に関する記述 3_筋肉Ｘ線写真
myolipoma,筋脂肪腫
myology,筋学
myolysis,筋変性、筋融解、筋崩壊
myolytic,a〉筋変性の、筋融解の、筋崩壊の
myoma,筋腫
myomalacia,筋軟化(症)
myometrial,a〉子宮筋層の
myometrical,a〉子宮筋層の
myometritis,子宮筋層炎
myometrium,《解》子宮筋層
myonecrosis,筋壊死
myoneuralgia,筋神経痛
myoosseous,a〉筋骨の
myopalmus,筋攣縮
myopathy,筋症、筋障害
myopia,近視
myopic,近視
myorrhaphy,筋縫合(術)
myorrhexis,筋断裂、筋融解、筋崩壊
myosclerosis,筋硬化症
myoscope,1_筋収縮計 2_動眼計
myosin,ミオシン
myositis,筋炎
myostatic,a〉筋平衡性の
myotactic,a〉筋覚の
myotasis,筋伸張
myotatic,a〉筋伸張の
myotenoplasty,筋腱形成(術)
myotome,1_筋切刀 2_筋節(myomere)
myotonia,筋緊張(症)、ミオトニー
myotonic,筋緊張(症)、ミオトニー
myotube,筋管
myotubus,筋管
myringectomy,鼓膜切除(術)
myringitis,鼓膜炎
myringolysis,鼓膜剥離(術)
myringoplasty,鼓膜形成(術)
myrinx,鼓膜
mysophobia,不潔恐怖(症)、恐触症
mythomania,虚言症
myxasthenia,粘液分泌欠乏(症)
myxedema,粘液水腫
myxedematoid,a〉粘液水腫様の
myxedematous,a〉粘液水腫(性)の
myxoadenoma,粘液腺腫
myxochondroma,粘液軟骨腫
myxochondrosarcoma,粘液軟骨肉腫
myxocyte,粘液細胞
myxofibroma,粘液線維腫
myxofibrosarcoma,粘液線維肉腫
myxoglioma,粘液神経膠腫
myxoma,粘液腫
myxomatosis,粘液腫症
myxomatous,a〉粘液腫の、粘液腫状の、粘液腫様の
myxopoiesis,粘液生成
myxorrhea,粘液漏
myxosarcoma,粘液肉腫
nail,爪
name,名前
nanocephaly,小頭症
nanocephalia,小頭症
nanocephalic,a〉小頭症の
nanogram,ナノグラム
nanometer,ナノメートル
nanotechnology,ナノテクノロジー
narcolepsy,睡眠発作、過眠症、発作性睡眠、ナルコレプシー
narcoleptic,a〉睡眠発作の、過眠症の、発作性睡眠の、ナルコレプシーの
narcosis,昏睡、麻酔(法)、無感覚
narcotic,a〉昏睡の、麻酔(法)の、無感覚の
narcotherapy,麻酔療法
narcotic,a〉昏睡の、麻酔(性)の
narrow angle,a〉狭角の
nasal,a〉鼻の
nasality,鼻音性
nasalization,鼻音化
nascent,a〉発生期の
nasoalveolar,a〉《歯》鼻歯槽の
nasoauditory,a〉鼻聴道の
nasobasilar,a〉鼻基部の
nasociliary,a〉眉毛様体の
nasoenteric,a〉鼻腸の
nasogastric,a〉経鼻胃の
nasolabial,a〉鼻唇の
nasolacrimal,a〉鼻涙管の
nasology,鼻科学
nasomaxillary,a〉鼻骨上顎の
nasopalatine,a〉鼻口蓋の
nasopharyngeal,a〉鼻咽頭の
nasopharyngitis,鼻咽頭炎
nasopharyngoscope,鼻咽頭鏡、鼻咽腔鏡
nasopharynx,鼻咽頭、鼻咽腔
nasoscope,鼻鏡
nasospinale,鼻棘点
nasotracheal,a〉鼻気管の、経鼻気管の
nasotracheobronchial,a〉経鼻気管気管支(法)の
nasovestibular,a〉鼻前庭嚢胞
nasus,鼻
natal,a〉出生の、出産の
nature,1_自然 2_性質
nausea,悪心
navicular,a〉舟状の、舟状骨の
nebulization,1_噴霧化 2_噴霧療法
nebulizer,噴霧器
nebulous,a〉不透明な、曇った
necessary,a〉1_必要な 2_必然的な
neck,頚部
necrobiosis,類壊死(症)、死生
necrobiotic,a〉類壊死(性)の
necrophobia,死体恐怖(症)
necropsy,剖検
necrosis,壊死
necrotic,a〉壊死(性)の
necrotizing,a〉壊死性の
needle,針
neglect,無視
negligible,a〉無視してよい、無視できる<量･誤差が>
nematode,ネマトーダ、線虫
neoangiogenesis,血管新生
neocerebellum,新小脳
neofetal,a〉初期胎児の
neogenesis,新生
neologism,造語症
neonatal,a〉新生児の
neonate,新生児
neonatology,新生児学
neoplasm,新生物
neoplastic,a〉新生物の、腫瘍の
nephelometer,比濁計
nephelometry,比濁分析(法)、比濁法
nephralgia,腎疼痛
nephrectomy,腎切除(術)、腎摘出(術)、腎摘
nephritis,腎炎
nephroblastoma,腎芽細胞腫
nephrogenic,a〉腎原(性)の
nephrogenous,a〉腎原(性)の
nephrolith,腎結石、腎石
nephrolithiasis,腎結石症、腎石症
nephrolithotomy,腎石切り術
nephrological,a〉腎臓学の|的な
nephrologist,腎臓学者
nephrology,腎臓学
nephrolysin,腎細胞溶解素
nephrolysis,腎細胞溶解
nephrolytic,a〉腎細胞溶解の
nephroma,腎腫
nephromere,腎節
nephron,《解》腎単位、ネフロン
nephroparalysis,腎麻痺
nephropathy,腎症、腎障害
nephropexy,腎固定(術)
nephronophthisis,腎癆
nephroptosis,腎下垂(症)、遊走腎
nephrorrhaphy,腎縫着(術)
nephrosclerotic,a〉腎硬化(症)の
nephroscope,腎盂鏡
nephros,腎、腎臓 [L]
nephrosis,腎症、ネフローゼ
nephrostogram,腎瘻撮影図、腎瘻造影図
nephrotic,a〉腎症の、ネフローゼの
nephrotome,腎節
nephrotomography,腎断層撮影(法)、腎トモグラフィー
nephrotomy,腎切開(術)
nephrotoxic,a〉腎毒性の
nephrotoxicity,腎毒性
nephrotuberculosis,腎結核(症)
nephroureterectomy,腎尿管切除(術)
nephroureteric,a〉腎尿管の
nephroureterocystectomy,腎尿管膀胱切除(術)
nepiology,《旧》新生児学
neptunium,<[元素]>ネプツニウム
nerve,神経
nerve stimulating,a〉神経刺激の
nervous,a〉神経の
neural,a〉神経の
neuralgia,神経痛
neuranatomy,神経解剖学
neuraxial,a〉脊椎の
neurectomy,神経切除(術)
neurilemmoma,神経鞘腫
neurinofibroma,神経鞘線維腫
neurinomatosis,神経鞘腫症
neurite,軸索突起、神経突起
neuritis,神経炎
neuroactive,a〉神経刺激性の
neuroallergy,神経アレルギー
neuroanastomosis,神経吻合(術)
neuroanatomy,神経解剖学、神経構造
neurobiological,a〉神経生物学の、神経生物学的な
neurobiologist,神経生物学者
neuroblast,神経芽細胞
neuroblastoma,神経芽[細胞]腫
neurochemistry,神経化学
neurocytoma,神経細胞腫
neurodegenerative,a〉神経変性の
neuroectodermal,a〉神経外胚葉(性)の
neuroepithelial,a〉神経上皮の
neuroepithelioma,神経上皮腫
neuroepithelium,神経上皮
neurofibril,神経原線維
neurofibrillary,a〉神経原線維の
neurofibroma,神経線維腫
neurofibromatosis,神経線維腫症
neurofibrosarcoma,神経線維肉腫
neuroganglioma,神経節腫
neurogenetics,神経遺伝学
neurogenic,a〉神経原性の
neuroglia,神経膠細胞
neuroglial,a〉神経膠の、神経膠細胞の
neuroglioma,神経膠腫
neurohormonal,a〉神経ホルモンの
neurohormone,神経ホルモン
neurohypophysis,神経下垂体
neurointervention,脳血管内治療、脳血管インターベンション、神経インターベンション
neuroleptic,神経抑制薬
neurolinguistics,神経言語学
neurolipoma,神経脂肪腫
neurologic(al),a〉神経学的な、神経病学的な
neurologist,神経学者、神経内科医
neurology,神経学、神経病学
neurolysin,神経溶解素、ニューロリシン
neurolysis,神経溶解、神経破壊
neuroma,神経腫
neuromalacia,神経軟化(症)
neuromatosis,神経腫症
neuromuscular,a〉神経筋の
neuromyelitis,神経脊髄炎
neuromyopathy,神経症、神経筋障害、ニューロミオパシー
